,Herschel_RA,Herschel_Dec,F_BLIND_MF_SPIRE_250,FErr_BLIND_MF_SPIRE_250,F_BLIND_MF_SPIRE_350,FErr_BLIND_MF_SPIRE_350,F_BLIND_MF_SPIRE_500,FErr_BLIND_MF_SPIRE_500,r,P,RA_pix,Dec_pix,F_BLIND_pix_SPIRE_250,FErr_BLIND_pix_SPIRE_250,ID_match,Project_match,Time_match,RA,RA_ERR_match,DEC,DEC_ERR_match,flux_match,flux_err_match,RMS_match,SNR_match,NPIX_match,RES_match,Multi_match,GroupID,GroupSize,Separation,s,s_norm
851,149.7267527667573,2.0647955940308877,0.01591890045284628,0.0025244028330679243,0.01913167392321307,0.0024923042846811145,0.007237676255560847,0.002533358456786884,0.850150371047694,0.9180700955848885,149.72814241440304,2.0650737062520745,0.015391471458399624,0.0024610330394311732,4743.0,b'COSMOSVLA3',b'J095854.32+020352.5',149.726343,0.061,2.064593,0.061,19.8,2.5,2.24,8.86,24.0,0.0,0.0,,,1.6447516693261868,0.0016107085950295419,0.019083910152318417
1598,149.94412288102927,1.9542809161478383,0.016858606193448665,0.00252366986159478,0.02712765642460432,0.0025072119425359344,0.031084783872803813,0.002570823743481801,0.8087570067845044,0.8950117791662399,149.94328897983326,1.9551141406312664,0.014505351044064122,0.0024570461791357094,4838.0,b'COSMOSVLA3',b'J095946.57+015715.0',149.944081,0.061,1.95418,0.061,19.8,2.5,2.22,8.89,27.0,0.0,0.0,,,0.39330802827088945,9.217473694833611e-05,0.0010902117075734128
1689,149.97416721751117,1.6759655776884745,0.019329097967655685,0.0024974493992712707,0.01845679616389814,0.0025021530272654625,0.010636380590822255,0.0025375980128667986,0.8713296707248167,0.9639655475478994,149.97500078335582,1.6767988961182367,0.018968519299682848,0.002423624862639271,5312.0,b'COSMOSVLA3',b'J095953.88+014033.8',149.974516,0.064,1.676068,0.064,19.8,2.6,2.34,8.44,17.0,0.0,0.0,,,1.3081207769117449,0.0010191558147930602,0.012074371125526069
1511,149.91874295712535,2.601210942086751,0.03560942677122682,0.0024901758669806564,0.018805727070686746,0.002526291878048213,0.0057940258366828605,0.002494696738689375,0.7187408732649757,0.9845222072678331,149.91985510048116,2.6017666459030275,0.03264765553016276,0.002437585628069064,8297.0,b'COSMOSVLA3',b'J095940.58+023603.3',149.919102,0.096,2.600931,0.096,19.9,2.4,2.21,5.58,23.0,1.0,0.0,,,1.6379559472763228,0.0015897025540476672,0.018835001400673318
2716,150.26372030151205,1.6581896561145457,0.019112115920388636,0.0024804481135797998,0.01290274325069368,0.0025342452237227015,0.003605461590214726,0.0024761509506254164,0.7198119319619953,0.9483373769088055,150.26344228781224,1.6568009240137431,0.01712229428955277,0.002448308778478732,4961.0,b'COSMOSVLA3',b'J100103.31+013929.1',150.263811,0.064,1.658087,0.064,20.0,2.6,2.37,8.45,22.0,0.0,0.0,,,0.4930502731904479,0.0001429093121091407,0.0016913854260964208
1646,149.96265554443303,2.790647490283486,0.01813981810061622,0.0025264687573188995,0.011342519854241057,0.0024953498102318725,0.00879995764826195,0.002522093879174142,0.6792140293777545,0.9617587601078167,149.96321178643427,2.7900920666408653,0.0185458076234119,0.002457626863880666,4811.0,b'COSMOSVLA3',b'J095951.07+024725.8',149.962801,0.063,2.790503,0.063,20.0,2.6,2.31,8.65,19.0,0.0,0.0,,,0.7376453175320834,0.0003198415440081037,0.0037879242744092664
1401,149.8918716379955,1.95316355691887,0.01619081830468569,0.002523865834062377,0.006976794023883632,0.0025175824839658964,0.0015952094840533458,0.00259847257804232,0.5425799395126417,0.9504530838935984,149.8915936632198,1.9534412888940986,0.01735275240167172,0.002455820312128614,7545.0,b'COSMOSVLA3',b'J095934.11+015711.7',149.892166,0.086,1.953254,0.086,20.1,2.4,2.18,6.28,22.0,1.0,0.0,,,1.1080065638614078,0.0007185842190416958,0.008512781355088019
3890,150.573661818437,2.0283921164901035,0.029038277782083795,0.0025435981629884077,0.014035031857358056,0.002541867176637845,0.0020751911693685596,0.0025161904136364473,0.7332596843090708,0.9865244244806288,150.573661818437,2.0283921164901044,0.03038361120913716,0.0024748193319168253,5013.0,b'COSMOSVLA3',b'J100217.59+020141.7',150.573296,0.065,2.028251,0.065,20.1,2.6,2.39,8.38,22.0,0.0,0.0,,,1.4107653269533724,0.001164677323024721,0.01379871208928544
39,149.44976340896667,2.4363429120823126,0.01464550678887364,0.0024867113354503133,0.009980942208208622,0.002524907019911464,0.007105555171345647,0.0024968625000357635,0.6692631057010151,0.9421221864951769,149.44948529408524,2.436620528602336,0.016656608966588337,0.002421053792192899,8850.0,b'COSMOSVLA3',b'J095747.88+022611.0',149.449541,0.096,2.436392,0.096,20.1,3.7,3.58,5.61,15.0,0.0,0.0,,,0.8192352188389013,0.00039289906203821,0.0046536112273602714
3974,150.60145736153717,2.035605986979567,0.019524737089075376,0.002563431515712474,0.016704751401895326,0.002526809028452779,0.013570741906645742,0.0025942032823752163,0.7715520146040075,0.9667051578137028,150.60201304500626,2.035050290747637,0.019773009173597256,0.0024943059681727057,4676.0,b'COSMOSVLA3',b'J100224.31+020207.4',150.601312,0.062,2.035396,0.062,20.2,2.5,2.29,8.83,23.0,0.0,0.0,,,0.919219314397964,0.0004923343912934808,0.005831859127366985
91,149.47155168804747,2.831028142819047,0.011686615223863233,0.0033156310058485385,0.004801711587537075,0.00317959058203888,-0.0015159203979236342,0.0031952833026608492,0.45600605010353407,0.883805588351043,149.470995313125,2.8315832881796705,0.01425985604694453,0.0032254487335920136,8867.0,b'COSMOSVLA3',b'J095753.18+024952.3',149.471589,0.099,2.831203,0.099,20.2,3.9,3.7,5.45,21.0,0.0,0.0,,,0.643623412089356,0.0002414015556633231,0.0028584583367391317
3787,150.54019645425626,2.6086565933331123,0.01554744607100933,0.002487808185084396,0.0314288569782229,0.002494465071094445,0.03256317270051543,0.0025089389151539262,0.800540255757196,0.9540933435348126,150.54047489333658,2.6100452869372037,0.017713473334343845,0.0024436251947499207,4996.0,b'COSMOSVLA3',b'J100209.64+023632.5',150.540198,0.063,2.609033,0.063,20.2,2.6,2.36,8.55,27.0,0.0,0.0,,,1.3550754029696461,0.001069604894652465,0.012672161899155591
4382,150.7411323456925,2.407757400594872,0.021710906105232384,0.0025383896164358597,0.02156358348365538,0.002512720321928632,0.0030710191971221575,0.002563554964449996,0.6280370316206623,0.9667056074766355,150.74057590169545,2.4066466197498744,0.019805436834729708,0.0024631973426498662,5830.0,b'COSMOSVLA3',b'J100257.87+022427.1',150.741154,0.072,2.407537,0.072,20.3,2.9,2.7,7.52,25.0,0.0,0.0,,,0.7972557735749453,0.00037037676152273935,0.004386735726626042
3906,150.5794313101557,2.7078004837557637,0.02355844168588449,0.0025292975229999877,0.01480536105606909,0.00258118791581066,0.007739936167652447,0.0025455673523217463,0.8585471225674952,0.9671114452170645,150.58054372372348,2.7083555592046826,0.019504623534222727,0.002481863195698296,4724.0,b'COSMOSVLA3',b'J100219.07+024229.1',150.579493,0.061,2.708103,0.061,20.3,2.5,2.29,8.85,26.0,0.0,0.0,225,2,1.1114222131674794,0.0007196654400211111,0.008525593163104148
1900,150.03332688792116,2.1784524700226693,0.019862045632727976,0.0025169008283333744,0.01840806971262951,0.0024767024505212222,0.01093570735094039,0.0024785919931779943,0.7562760215763339,0.966732283464567,150.03332688792116,2.1784524700226693,0.019966035480697638,0.002449061684434201,9529.0,b'COSMOSVLA3',b'J100007.96+021042.6',150.03317,0.1,2.178527,0.1,20.3,2.6,2.35,5.3,21.0,1.0,0.0,617,2,0.6249186410071967,0.00022757594763334055,0.002694633328569016
4502,150.78915798913053,2.876563288826662,0.01331008224041043,0.0037496634525691994,0.01256790007733003,0.003682889966109838,0.006577675482603691,0.00360102361682079,0.7107930753568256,0.8907970502070917,150.78915798913053,2.876563288826662,0.014447764385185807,0.0036479483433164562,7592.0,b'COSMOSVLA3',b'J100309.35+025236.5',150.788985,0.086,2.876833,0.086,20.3,3.4,3.25,6.25,18.0,0.0,0.0,,,1.1530906396471905,0.0007746177701434265,0.009176744701013515
1289,149.86318595756578,2.291765243770586,0.01917138590736203,0.0025016885649339422,0.009544677831858136,0.0025831376018836862,0.0037774186865862903,0.0024434361093002748,0.5046666234823967,0.9731469152241455,149.86318595756578,2.291765243770586,0.021015698473187093,0.0024347655264161418,4926.0,b'COSMOSVLA3',b'J095927.21+021730.7',149.863394,0.064,2.29187,0.064,20.3,2.6,2.38,8.53,20.0,0.0,0.0,,,0.838006304534568,0.0004091989616669123,0.004846755079265611
2521,150.20955343892948,1.9840093707609783,0.01972549978906762,0.0024740928955912286,0.012392664429742233,0.0025530260111146807,0.006871363447794512,0.002498343598696658,0.7215644920267588,0.9647749510763209,150.2084416399956,1.9834538847578231,0.01900107426149869,0.0024435196229973164,4461.0,b'COSMOSVLA3',b'J100050.30+015902.1',150.209598,0.059,1.98394,0.059,20.3,2.4,2.19,9.27,20.0,0.0,0.0,,,0.2967677976540321,5.132763150283992e-05,0.0006061984642627357
2834,150.2926800628917,2.175945098124993,0.024820389267445245,0.0025120803869712934,0.018153379044991827,0.002539793582278604,0.005519859006780407,0.0025649700931852895,0.8219045449022486,0.9799426934097422,150.29184603924924,2.175111864045983,0.024339180989623756,0.0024243768818618056,7342.0,b'COSMOSVLA3',b'J100110.14+021033.6',150.292259,0.086,2.176008,0.086,20.4,2.4,2.17,6.28,23.0,1.0,0.0,,,1.5315663080373931,0.0013598007386759203,0.01611080535085601
1791,150.00165889074307,1.9101204710181638,0.034642826199994044,0.002591596505713555,0.03160357146722679,0.0025132959529360318,0.01822301446394937,0.002626327054553743,0.9337953936008623,0.9860748476936466,150.00165889074307,1.910120471018164,0.035663090861612935,0.0025209070446859214,4418.0,b'COSMOSVLA3',b'J100000.46+015437.1',150.001954,0.059,1.910308,0.059,20.4,2.5,2.21,9.24,21.0,0.0,0.0,667,2,1.2582493194578976,0.0009179797571295945,0.01087549665740922
2350,150.15424730680516,2.1692879157801457,0.023000350067198742,0.0025173522959751754,0.01941584697212327,0.0025446980556389116,0.0071118880815606135,0.002509188326466227,0.8571449333123157,0.9804043545878693,150.15508125692367,2.1701212293621466,0.024103404075163468,0.0024758353300339225,7438.0,b'COSMOSVLA3',b'J100036.93+021008.6',150.153888,0.088,2.169057,0.088,20.4,2.5,2.29,6.11,23.0,1.0,0.0,426,2,1.5368185493803102,0.0013691367340530336,0.01622143119209315
2249,150.12366833192004,1.5465410695593653,0.01654185675022221,0.002524020304053647,0.015466361001718387,0.002500901402696094,0.005892459015553668,0.0025379795325588842,0.6835634555325735,0.9437821728528853,150.1233904725523,1.5468188098031799,0.01675625438621792,0.0024562835799116787,9857.0,b'COSMOSVLA3',b'J100029.70+013246.1',150.123774,0.1,1.546148,0.1,20.4,4.1,3.9,5.24,12.0,0.0,0.0,,,1.4652543551075492,0.0012446714665340641,0.014746593816118694
1142,149.8137367456679,2.129535728656113,0.016522130797244853,0.002527177285430291,0.020281901260668752,0.002466602613563817,0.022427271052081244,0.002505958055342719,0.900586845028728,0.8907970502070917,149.81318070753008,2.130091164510951,0.014435062383290037,0.0024585710646215157,4628.0,b'COSMOSVLA3',b'J095915.34+020747.3',149.813931,0.059,2.129831,0.059,20.5,2.5,2.21,9.3,25.0,0.0,0.0,,,1.2721189828503867,0.0009292578262296569,0.011009134885721061
2013,150.05998898400776,2.76510338182045,0.028616734392066318,0.0025272696248396184,0.022067124443177665,0.002470304456174384,0.011025965380475027,0.002535615923357637,0.8841291506717224,0.9859484777517564,150.05998898400776,2.76510338182045,0.028204137766589685,0.00245935021990482,4440.0,b'COSMOSVLA3',b'J100014.45+024553.2',150.060248,0.059,2.764805,0.059,20.6,2.5,2.22,9.29,26.0,0.0,0.0,539,2,1.4217260058444636,0.0011557451997852297,0.013692871886126723
3966,150.59893197959246,1.9614437398310833,0.020035682388663774,0.002508945087681504,0.020999121545131373,0.002523129544358942,0.010757557208405672,0.002570084948581626,0.8560121586974473,0.9647749510763209,150.59865415090812,1.9617215818496356,0.01907828577789794,0.0024421831734202253,4360.0,b'COSMOSVLA3',b'J100223.73+015742.4',150.598893,0.058,1.961803,0.058,20.7,2.5,2.23,9.31,27.0,0.0,0.0,,,1.3009181546579107,0.0009640345301656916,0.011421217579957387
4381,150.74051860947577,2.269988643477988,0.02893429967543087,0.002537530277445863,0.030044705776040438,0.002496809508171309,0.017368957569653034,0.002563122785503744,0.8972497212073891,0.9850746268656716,150.74051860947577,2.269988643477989,0.02793560136270755,0.0024701089547676893,5938.0,b'COSMOSVLA3',b'J100257.72+021612.8',150.740521,0.072,2.270223,0.072,20.8,3.0,2.74,7.57,17.0,0.0,0.0,,,0.8437273008756769,0.0004056188904519864,0.004804333422672793
1940,150.04163090700825,2.845093792863348,0.017848467035010886,0.002530875235772196,0.019418281766191592,0.0024879446152428755,0.016294350083985634,0.002540444705506576,0.8792592633264638,0.966732283464567,150.04163090700825,2.845093792863348,0.01998888512326721,0.0024622635772635505,8614.0,b'COSMOSVLA3',b'J100010.05+025042.0',150.041911,0.095,2.845017,0.095,20.8,2.6,2.44,5.69,22.0,1.0,0.0,,,1.0443472138935563,0.0006213795006835277,0.007360964831383143
2044,150.0675159293686,2.2426206822034107,0.026608103246761165,0.0025164211090472075,0.008134958703214859,0.0025314594709043817,0.0033025610857356767,0.002516841676214141,0.6272325286976398,0.9799435028248588,150.0666819280089,2.2434539848804222,0.02327684753756584,0.0024483534018500275,4207.0,b'COSMOSVLA3',b'J100016.22+021434.7',150.067588,0.057,2.242992,0.057,20.8,2.4,2.18,9.52,27.0,0.0,0.0,,,1.3616527190366263,0.0010561007414818802,0.012512145934671147
928,149.7529778241006,1.6687152088485422,0.015124647423898279,0.0024870472609814435,0.007163473002894807,0.0024701797845043515,0.0003136263189836174,0.0025295869690226624,0.7403332325362559,0.9504530838935984,149.75325576444305,1.668437513985813,0.017320589237084016,0.002421317546443344,5035.0,b'COSMOSVLA3',b'J095900.67+014008.5',149.75282,0.063,1.669031,0.063,20.9,2.7,2.44,8.6,20.0,0.0,0.0,,,1.2708120934876603,0.0009162519366454625,0.010855023040312916
4018,150.61574599645422,2.3764212693953444,0.015835508478791182,0.002550582696644059,0.014182904022682347,0.0025427862312916035,0.007851117008034637,0.002509771316370952,0.7813668140719314,0.9528843249773482,150.6154675365335,2.375032542691579,0.01765482998125483,0.0024466170016658162,4307.0,b'COSMOSVLA3',b'J100227.70+022235.4',150.615441,0.057,2.37651,0.057,20.9,2.5,2.18,9.56,26.0,0.0,0.0,,,1.1426017583554573,0.0007407644577991368,0.008775603632977916
659,149.6624110723218,1.6092597321643713,0.031337173830624426,0.0025083678421148024,0.009895065940813103,0.002472329782037068,0.005635198043397232,0.0025122959162204757,0.7011243529081803,0.9856115107913669,149.66324437748685,1.610093132212024,0.03126308092617554,0.0024434131639035944,5612.0,b'COSMOSVLA3',b'J095839.06+013634.2',149.662771,0.068,1.609508,0.068,20.9,2.9,2.63,7.93,23.0,0.0,0.0,,,1.5736681198553417,0.0014046637055454836,0.016642404098484553
344,149.572928068522,1.6503426313437233,0.016527398007083447,0.002553833882731616,0.022810991405298537,0.0025485873620114128,0.014637625115571045,0.0025971833660562906,0.7992859262634828,0.9643948930048553,149.57320602526744,1.6500649697377823,0.019124977367964993,0.002486140115727659,8510.0,b'COSMOSVLA3',b'J095817.49+013900.6',149.572902,0.096,1.650168,0.096,21.0,2.7,2.46,5.62,21.0,1.0,0.0,,,0.6356330949922799,0.00022735024346398625,0.0026919588720598834
859,149.730066144564,2.148127496309223,0.01914821151976883,0.0025091528755246716,0.016002491265583854,0.0025396660823694844,-0.0022808421222568986,0.0025079434170883013,0.6738121404438958,0.970748015043878,149.72978811127902,2.1484051963593007,0.020592300612643163,0.0024418909744548913,10050.0,b'COSMOSVLA3',b'J095855.14+020854.4',149.729762,0.11,2.148469,0.11,21.1,2.6,2.4,5.05,22.0,1.0,0.0,,,1.645789520266495,0.0015167429063528415,0.01797047415139988
1365,149.8815387115714,2.2601020545933874,0.01953395527882307,0.002502177330362059,0.015949408271916318,0.0024997802518208624,0.0088142372006091,0.0024842733994508096,0.8610742080780401,0.9761904761904762,149.8815387115714,2.260102054593388,0.02214656822410542,0.0024350385723578742,4552.0,b'COSMOSVLA3',b'J095931.61+021537.0',149.881723,0.058,2.260283,0.058,21.1,2.5,2.26,9.33,26.0,0.0,0.0,,,0.9294042887038306,0.00048394631551695877,0.005732465554249608
1303,149.8670680034185,2.3495429568670096,0.015181204303126706,0.002532977006240884,0.015812073384214732,0.0024684984072246494,0.013160187475018023,0.0025430501474730757,0.749289569004925,0.9128313186203837,149.86817993033168,2.350098704756432,0.015101301363108575,0.002476641927474356,4646.0,b'COSMOSVLA3',b'J095928.14+022058.4',149.867262,0.06,2.349574,0.06,21.1,2.6,2.32,9.12,18.0,0.0,0.0,338,2,0.7066929114916374,0.0002798295996483402,0.0033138071797089654
779,149.70229908158703,2.0459011234763866,0.015173908348307747,0.0024985804433665664,0.007370028519062982,0.002518374644859353,-0.0032480349204106387,0.0025240695990416447,0.6026015778182058,0.8976009969882646,149.7014655004143,2.045067602688309,0.01460913001707511,0.0024251903704655153,5040.0,b'COSMOSVLA3',b'J095848.47+020244.9',149.701968,0.063,2.04581,0.063,21.2,2.7,2.45,8.64,24.0,0.0,0.0,,,1.2354810163692815,0.0008504931143152872,0.010075821172146561
2425,150.17620119895966,2.0040105257811973,0.017333465310278875,0.00251966452479923,0.01428410106768718,0.0024730282403546745,0.007003766103621921,0.0025749295273289896,0.8702546038383658,0.9270534861509073,150.1767570688736,2.003454959034692,0.01571272597609857,0.0024523641152062133,4478.0,b'COSMOSVLA3',b'J100042.26+020013.5',150.176123,0.058,2.003764,0.058,21.2,2.5,2.27,9.35,26.0,0.0,0.0,,,0.9310198665939912,0.0004830547729625101,0.0057219013196821425
477,149.61073282258462,2.410581311512226,0.02234464918836117,0.002502852670523074,0.01316750050173638,0.002532350789525986,0.00840635011589837,0.002562316412433854,0.6998362449411087,0.9667056074766355,149.61128901415157,2.41002599177288,0.01981712158637248,0.002435448661356241,4748.0,b'COSMOSVLA3',b'J095826.56+022438.9',149.61067,0.061,2.410832,0.061,21.3,2.6,2.38,8.95,21.0,0.0,0.0,,,0.9303364901361688,0.00048234607162633836,0.005713503641841376
1293,149.863523218576,1.949826243721011,0.036365604993245156,0.002514160826468623,0.028075105858843104,0.002534509783632762,0.010924313757959946,0.00251421714224297,0.870976220697089,0.9892933618843683,149.86324524027125,1.950103970352954,0.03838266454583863,0.002446599727369804,7161.0,b'COSMOSVLA3',b'J095927.14+015659.5',149.863087,0.081,1.949864,0.081,21.3,2.5,2.22,6.66,27.0,1.0,0.0,523,2,1.57535231721005,0.0013824149689373177,0.016378770162913465
4497,150.78606568369042,2.1844186290441594,0.03067204731235286,0.0025284234168837954,0.03141845084890197,0.002518093170975407,0.018078247629629157,0.002564311197178717,0.8921542081992753,0.9840737636211232,150.78551004894658,2.1849743929903864,0.027165128639468798,0.0024611655322749984,6171.0,b'COSMOSVLA3',b'J100308.64+021104.3',150.786012,0.075,2.184547,0.075,21.3,3.2,2.95,7.22,18.0,0.0,0.0,152,2,0.5008640772897686,0.00013982756680586128,0.001654868627096109
3126,150.3683865814171,2.7570242143956865,0.017478481084477915,0.002524755110452129,0.02268627027799701,0.002512778219180718,0.021957485345880986,0.0025349166633750774,0.8600196600402021,0.9513025458851392,150.3686646168433,2.7567464059686477,0.01742164003569979,0.0024567740439638535,4171.0,b'COSMOSVLA3',b'J100128.34+024524.6',150.368087,0.057,2.756851,0.057,21.3,2.5,2.22,9.58,26.0,0.0,0.0,,,1.2447080881234032,0.000863238700023361,0.01022684857565966
2156,150.09671509501283,1.5984788143654467,0.026172365534440595,0.0025143528107334843,0.022624145479655723,0.0025031964353751067,0.011846603841754276,0.002554513550193491,0.9093245764833889,0.9839615076182839,150.09671509501283,1.598478814365447,0.02672141264757779,0.002447722353948426,5509.0,b'COSMOSVLA3',b'J100023.15+013553.7',150.096467,0.069,1.598274,0.069,21.4,3.0,2.72,7.87,20.0,0.0,0.0,,,1.1579033341942726,0.0007438920066922261,0.00881266317653301
484,149.6125068827324,2.911917903580815,0.02715505775117185,0.003581467170566362,0.024455888153034167,0.0035549986559770554,0.011155139187049051,0.003726021103874676,0.821368992505762,0.9850162866449511,149.61278507262313,2.9116403025036965,0.03222107841290892,0.003489049455778316,8265.0,b'COSMOSVLA3',b'J095826.91+025441.7',149.612139,0.091,2.911605,0.091,21.4,3.8,3.62,5.91,18.0,0.0,0.0,,,1.737338985914101,0.001673910598621542,0.01983281528056833
1979,150.05390526388996,1.9995657735720231,0.0676099581798082,0.002565504397491908,0.03443918789116425,0.0025311032080920495,0.011944803961419743,0.002533535709417773,0.7683332697759855,1.0,150.05501701815072,2.0001213652022938,0.06014988522380678,0.00247092762764148,4172.0,b'COSMOSVLA3',b'J100013.04+015958.7',150.054373,0.057,1.999658,0.057,21.5,2.5,2.25,9.58,23.0,0.0,0.0,,,1.7152646491682308,0.0016172107962438842,0.019160957264080392
1823,150.01025450373956,2.1815065157307205,0.023616401106952817,0.0025074424190635746,0.018371084344276402,0.0024933459411495434,0.0022174595253953463,0.002553920865082818,0.8219589637494717,0.9800936768149883,150.00997650490834,2.1817842726090384,0.02359295956503518,0.0024395263214033102,8024.0,b'COSMOSVLA3',b'J100002.55+021053.1',150.010662,0.093,2.18143,0.093,21.5,2.6,2.42,5.82,21.0,1.0,0.0,,,1.4915789358395557,0.0012231578584331881,0.014491670704220002
3790,150.54106591349685,2.7328117904953717,0.016688380774746017,0.0025053346396607637,0.007728628674790372,0.0025795039120026482,-0.0016935832698038366,0.0025098213155338206,0.6263650685136652,0.9072254023112647,150.5405094621892,2.731700993692695,0.014947708911272182,0.0024243196176810247,8825.0,b'COSMOSVLA3',b'J100209.76+024358.7',150.540692,0.1,2.73298,0.1,21.5,2.5,2.27,5.35,23.0,1.0,0.0,,,1.4746291538240324,0.0011955332602400226,0.014164336093338717
405,149.58783219202945,1.9286520077217797,0.022743759747404082,0.0025535210955575393,0.017268719531126193,0.0024792743473923597,0.00698743150244539,0.002538079122108486,0.5737342344991164,0.9781449893390192,149.5881101995985,1.928374335751353,0.022675368942023346,0.0024835186642245544,8491.0,b'COSMOSVLA3',b'J095821.02+015541.9',149.587619,0.095,1.928331,0.095,21.5,2.6,2.39,5.67,23.0,1.0,0.0,495,2,1.3870297187873688,0.001057785243018028,0.012532106248700266
3876,150.56908530325023,1.601207254699021,0.0172532359986777,0.002529910120476631,0.01597695812951528,0.0025285491032314747,0.011114876223430345,0.0025988832463776966,0.806129881007614,0.9239016431651322,150.57019637811132,1.6000960627349061,0.015549104230901712,0.0024790038994174112,5432.0,b'COSMOSVLA3',b'J100216.59+013602.8',150.569126,0.068,1.60078,0.068,21.6,3.0,2.73,7.91,19.0,0.0,0.0,,,1.5450733236441874,0.0013053216537438628,0.01546526147931418
2266,150.12895318760576,2.464564501431175,0.014507603122159,0.0024730808829318426,0.015353645144098888,0.002547722396631906,0.015925029707638247,0.002444280084804795,0.7925275084384446,0.8907970502070917,150.12839712601973,2.4651200501750874,0.014466661418612404,0.0024076991495734284,4136.0,b'COSMOSVLA3',b'J100031.02+022751.5',150.129267,0.055,2.464306,0.055,21.6,2.5,2.2,9.83,24.0,0.0,0.0,,,1.4628547124645053,0.001170175822992503,0.01386386595450365
3756,150.53217618054097,1.7648075842742839,0.03254381090536896,0.002509319850480459,0.03363875004606719,0.0024759969278168063,0.022573920177686946,0.0025224161719042426,0.8964708287876858,0.9859484777517564,150.5318983712044,1.7650853991160558,0.028240414732657017,0.0024417850239437933,4042.0,b'COSMOSVLA3',b'J100207.73+014552.1',150.532208,0.055,1.764487,0.055,21.7,2.5,2.2,9.84,26.0,0.0,0.0,,,1.1597688995727915,0.0007316802174405224,0.008667960934896074
4466,150.77521253576927,2.7821438863514785,0.029728291775878015,0.003205388103034074,0.02958144446307672,0.003116963235214639,0.033332752852868366,0.0031266550164741162,0.6579548588419173,0.983785974868261,150.77576840096145,2.7815881127626376,0.02681104438117568,0.003118704946941186,6244.0,b'COSMOSVLA3',b'J100306.01+024656.6',150.775082,0.073,2.782393,0.073,21.7,3.2,2.95,7.36,18.0,0.0,0.0,206,2,1.0122150692445588,0.0005573934479891074,0.006602769200297391
2829,150.29232899085292,1.547922778341145,0.017941975355361094,0.0025072155409123498,0.01224239738583096,0.002481184092210252,0.0018013907088407877,0.0025557673021876044,0.778144333354089,0.960697253741161,150.2917733397736,1.5484783008172214,0.018365794859644697,0.0024403312263794486,8294.0,b'COSMOSVLA3',b'J100110.09+013252.2',150.292062,0.092,1.547834,0.092,21.8,3.9,3.72,5.85,12.0,0.0,0.0,,,1.012577651193414,0.0005577927319356801,0.00660750047111511
4472,150.77692400996193,1.6267022791784957,0.014763193082357523,0.0026925592124682745,0.007435176066819724,0.0026780496025861746,-0.00017559689367018107,0.0027087921121159366,0.6957639219114738,0.8950117791662399,150.77692400996193,1.6267022791784962,0.014587719528537116,0.0026203126739727327,7149.0,b'COSMOSVLA3',b'J100306.43+013736.6',150.776796,0.085,1.626835,0.085,21.8,3.6,3.44,6.35,20.0,0.0,0.0,,,0.6636916165777372,0.0002396723539155321,0.0028379683525123767
3964,150.59796054684463,2.3958711304465865,0.02453078029026214,0.002531773824956914,0.016231617983684013,0.002542208553824827,0.00653012733887599,0.0025223215893761053,0.8551064668696776,0.9766355140186916,150.59712627772907,2.3950381243853145,0.022389462039272074,0.002448675887487394,3991.0,b'COSMOSVLA3',b'J100223.43+022345.5',150.597662,0.055,2.395993,0.055,21.8,2.5,2.2,9.94,25.0,0.0,0.0,,,1.1599970893689016,0.0007319680631633352,0.008671371730847274
4140,150.65359747539037,1.7283918753349983,0.014164271148326607,0.0024937133444287245,0.008204678944580464,0.0025101722897553575,0.008442302528594835,0.0025032960766969074,0.6847857449718224,0.8655618657480681,150.65359747539037,1.728391875334999,0.01388230735661452,0.0024275825836754077,10637.0,b'COSMOSVLA3',b'J100236.87+014343.2',150.653656,0.11,1.728673,0.11,21.8,2.6,2.41,5.01,21.0,1.0,0.0,,,1.0337272641639408,0.0005813303586361673,0.006886406966811366
2640,150.24097333770567,2.1376169178739635,0.018554793426444113,0.0024831900120765816,0.014939909712559648,0.0024836957160222018,0.01442716982689837,0.002533450423920184,0.626372679878326,0.9597337230069817,150.2418073153725,2.1384501819476385,0.01824119267180462,0.0024437121439066824,7041.0,b'COSMOSVLA3',b'J100057.93+020816.2',150.241393,0.081,2.137855,0.081,21.8,2.5,2.27,6.64,25.0,1.0,0.0,525,2,1.7360605239266478,0.0016387434117935973,0.019416105602634886
3168,150.3788725492518,2.2931537661922152,0.01903002245448107,0.0025353071687303544,0.008281480457815857,0.002448964262103683,-0.0005253890015009738,0.002578534952232023,0.6269080641297166,0.9564126685481342,150.37859460327056,2.29343159083249,0.017977175420678046,0.0024669347546694338,6825.0,b'COSMOSVLA3',b'J100130.99+021735.5',150.379151,0.082,2.293215,0.082,21.9,2.5,2.24,6.6,24.0,1.0,0.0,,,1.0255910496855567,0.0005687363521563737,0.006737175684543538
899,149.7434582830265,1.9514702807448927,0.02036833599234176,0.002518581511677533,0.02105908900128097,0.0025396934309659088,0.014913479875608992,0.0024795271332002833,0.9011381065669973,0.9667051578137028,149.7431802883203,1.951747984375786,0.019745448431300237,0.002450700996684837,4355.0,b'COSMOSVLA3',b'J095858.34+015705.7',149.743094,0.058,1.951589,0.058,21.9,2.6,2.31,9.45,28.0,0.0,0.0,594,2,1.3785814134141485,0.0010273719966772399,0.012171727861040623
